{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АделинаАся4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АннаАдонис2', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлексейАгафон3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнфисаАда2', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АмалияАлександра8', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгнияАмелия3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАлевтина11', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльфияАмелия9', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгатаАльфред13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АркадийАполлинарий10', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АполлонАдонис8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АмелияАльберт2', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАнгелина4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АртемийАполлон8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АкайоАрина7', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АринаАкулина12', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АлсуАлевтина1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АллаАртем6', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнисийАмалия6', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АлисаАртур4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАнтон4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАлевтина12', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльфредАнжелика13', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АвгустинАнатолий11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАрхип6', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АполлинарийАртемий12', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АмелияАлсу11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонАристарх12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнатолийАдонис2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АкайоАврора10', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АртурАнастасия8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнисийАрхип3', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АльбинаАлександра4', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнисийАполлон13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АркадийАнжела13', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АрхипАделина4', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АльфредАлексей12', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АльфияАгнесса4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлисаАртемий1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АриаднаАделаида6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнгелинаАртур7', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АделаидаАнисий10', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АльфияАделина12', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлинаАркадий2', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонАлла6', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АрсенАмалия7', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АртемАгафон2', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АсяАрина3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АртурАся2', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АсяАлиса4', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАгата2', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АкайоАриадна3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АгнияАлла12', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АделинаАлиса11', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АланАриадна1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнастасийАгафон3', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АриаднаАлександр9', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АннаАгнесса5', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АльфредАнна7', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АнтонинаАристарх6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АртемАркадий13', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АгатаАда8', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгнессаАнисий4', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АвраамАлена13', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АрсенийАртемий12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АрхипАлександра13', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АрхипАрхип9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлинаАнастасия4', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлевтинаАлла1', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАделаида2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАристарх8', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнастасийАристарх6', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнтонАделина12', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АльфредАлсу5', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АвгустАмелия11', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АлевтинаАлина5', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АртурАвраам11', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкайоАлла5', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнфисаАлександра5', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АльфредАнгелина8', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АльбертАполлон9', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АполлинарийАся13', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАлена1', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АльбертАнастасия3', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АринаАрсений11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АннаАнтонина9', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлександраАльфия13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АркадийАлевтина1', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АннаАкайо2', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АланАполлон7', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АртемийАлександр7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнгелинаАнжелика6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АрхипАвгуст4', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АльбинаАполлинарий4', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АркадийАртем8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АринаАлександра2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлинаАлиса10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнисийАнна8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлинаАгафон7', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасийАмалия7', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АврораАнфиса5', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АнжеликаАрина11', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнжелаАвгустин4', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнжеликаАдонис3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльфредАвгуст6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгнессаАнфиса8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АлексейАнна6', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АсяАнастасий2', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АланАнжела3', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АмалияАльфред8', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАлла1', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АндрейАрхип9', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнисийАмалия9', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АртемАкулина1', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртемАдонис11', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АсяАделаида12', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АльфредАнисий8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльфредАрхип11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АнфисаАполлинарий10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АриаднаАрсений3', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлинаАнастасий13', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АнтонинаАрсений13', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АсяАльбина9', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАнатолий8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АмалияАгафон12', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АврораАвгуст4', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АрсенАриадна13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АвгустАлиса5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАльфия1', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АллаАгния2', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АртемийАртур12', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АкулинаАнисий12', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АнатолийАлександр12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АринаАльбина5', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АртемАртур6', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонинаАртем4', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АвгустинАлевтина12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АльбинаАкулина8', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АлсуАристарх7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнатолийАльфред8', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АнфисаАрсений10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АсяАртур10', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АкайоАделина3', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнастасийАлександра9', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АлсуАделина11', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АльфияАнжелика8', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАльбина9', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АрхипАнисий1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлевтинаАлевтина7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АполлонАполлинарий2', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АрсенийАврора13', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонинаАнастасий13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАлександра3', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АртемАнна13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АмалияАлан6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АгатаАльберт1', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгатаАльфред9', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустинАвгустин5', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АлисаАврора10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АленаАделина12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АделинаАвгустин12', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АполлинарийАделина11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АртемАлан12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгатаАрсен1', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АльфредАвгуст7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
